Material Number,Contribution Margin,Gross Margin %,Profit per Customer,Profit per Product,Profit per Batch,Profit per Plant,Planned Material Cost,Actual Material Cost,Packaging Cost,Labor Cost,Quality Cost,Manufacturing Overhead,Freight Cost,Cost Variance,Production Variance,Purchase Price Variance (PPV),Gross Revenue,Contract Manufacturing Fee,Discounts / Rebates,Freight Revenue,Net Revenue,Customer,Customer Group,Product (Material),Material Description,Product Category,Dosage Form,Formula Version,Batch Number,Plant,Sales Organization,Distribution Channel,Region / Country
MAT207889,79515.61,39.16,31421.47,31087.12,4715.55,23709.48,10303.8,10085.62,404.73,1822.27,594.93,987.27,7928.78,772.21,990.39,-218.18,203076.86,134081.02,29822.78,9556.85,113815.09,HealthyWorld,Retail,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-D-2,BATCH2026017889,PL04,SO-US01,B2B,Australia
MAT207890,31142.79,39.18,10120.24,9217.84,2016.24,8885.99,4187.14,4206.15,164.32,549.46,142.35,439.91,7427.89,11.51,-7.5,19.01,79495.27,52477.63,8046.96,4903.33,49334,HealthyWorld,Pharmacy,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-A-3,BATCH2026017890,PL01,SO-AP01,B2B,USA
MAT207891,23570,9.27,6499.68,5043.57,2415.62,2835.6,12837.47,13537.75,1186.3,1274.05,173.25,2172.46,991.92,808.22,107.94,700.28,254267.19,210095.65,17606.62,885.14,193374.17,VitaStore,Wholesale,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-C-2,BATCH2026017891,PL04,SO-IN01,B2B,South Africa
MAT207892,83931.11,20.89,31047.55,28348.37,4825.93,17499.86,20140.24,20264.55,1445.15,3231.42,895.02,1867.96,4431.61,801.27,676.96,124.31,401813.08,306074.2,52414.94,6950.12,260609.38,WellnessMart,Wholesale,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-B-4,BATCH2026017892,PL04,SO-US01,B2C,South Africa
MAT207893,106368.93,47.58,25003.8,42328.87,7994.09,17656.12,11317.58,11292.93,275.05,823.85,673.24,1389.37,2773.59,-572.62,-547.97,-24.65,223559.34,137141.57,9566.87,9899.25,137473.95,FitLife,Retail,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-D-1,BATCH2026017893,PL04,SO-AP01,B2B,Singapore
MAT207894,48755.35,19.67,15636.49,9799.21,6323.41,10908.64,12520.03,13300.01,925.46,1608.37,128.29,2697.87,5025.95,1985.14,1205.16,779.98,247853.72,190474.18,24404.59,248.38,166317.97,BioHealth,E-Commerce,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-B-2,BATCH2026017894,PL02,SO-IN01,B2C,India
MAT207895,55687.3,13.1,19926.73,16443.68,7706.67,15070.69,21294.81,20219.25,1822.89,3249.4,720.22,4903.47,6854.59,472.41,1547.97,-1075.56,425139.95,342241.01,52118.41,4869.01,294991.61,GreenHerb,Wholesale,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-B-3,BATCH2026017895,PL05,SO-AP01,B2B,India
MAT207896,133547.13,37.67,26818.55,47938.41,16595.41,23856.88,17798.42,16890.1,746.04,899.37,885.3,3670.97,3266.97,-344.86,563.46,-908.32,354498.77,236978.29,7278.25,7989.16,237689.2,FitLife,Retail,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-B-5,BATCH2026017896,PL04,SO-EU01,B2C,Australia
MAT207897,81195.4,32.77,23250.39,23556.61,5557.67,21223.52,12516.13,13754.57,633.71,1328.31,407.16,1393.82,6494.14,1294.67,56.23,1238.44,247774.93,172382.77,18862.65,4616,158136.12,NutriPlus,E-Commerce,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-A-1,BATCH2026017897,PL01,SO-IN01,B2B,Australia
MAT207898,54487.93,41.1,13752.17,14613.67,6086.26,13290.41,6813.54,7300.58,244.02,572.7,184.31,1259.75,5812.67,450.09,-36.95,487.04,132559.35,86086.58,7165.23,3541.81,82463.16,GreenHerb,Wholesale,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-A-2,BATCH2026017898,PL04,SO-US01,B2B,India
MAT207899,95250.75,21.5,34257.33,22965.01,10519.48,13882.75,22180.71,20531.46,1567.46,3410.84,449.72,4053.48,1984.23,-2350.96,-701.71,-1649.25,443038.74,335972.48,54837.21,2213.93,283349.2,FitLife,Distributors,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-C-2,BATCH2026017899,PL05,SO-AP01,B2B,Brazil
MAT207900,58448.28,20.11,22486.14,13253.36,6080.22,9276,14637,14240.72,1070.49,2489.27,244.27,2515.32,2489.47,-901.6,-505.32,-396.28,290625.1,222632.99,40707.02,1510.93,183436.9,CarePharma,E-Commerce,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-D-3,BATCH2026017900,PL01,SO-EU01,B2B,UAE
MAT207901,53703.71,46.92,12601.54,11800.32,3194.75,15033.79,5918.12,6442.43,150.81,429.19,88.37,568.91,7217.64,256.65,-267.66,524.31,114468.07,70642.13,4867.43,1166.77,66941.47,CarePharma,Distributors,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-D-1,BATCH2026017901,PL01,SO-IN01,B2C,UK
MAT207902,26956.33,19.5,6360.1,9567.78,1977.88,7554.32,7093.43,7464.66,526.45,520.39,345.69,849.33,7229.47,389.16,17.93,371.23,138214.28,106345.68,5993.2,7791.87,108144.35,NutriPlus,Pharmacy,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-D-1,BATCH2026017902,PL02,SO-AP01,B2B,Canada
MAT207903,81997.78,20.37,32174.04,21528.12,7101.13,24212.54,20176.76,18632.91,1466.37,3531.84,517.26,2869.59,7816.03,-1889.11,-345.26,-1543.85,402550.88,307795.9,58387.99,3264.71,252672.62,HealthyWorld,Pharmacy,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-D-1,BATCH2026017903,PL01,SO-AP01,B2C,UK
MAT207904,13001.48,48.42,3931.57,3783.15,1709.32,3524.58,1581.57,1598.54,36.08,184.34,51.79,345.58,6872.53,128.96,111.99,16.97,26852.05,16347.09,2324.22,4657.94,18680.81,FitLife,Distributors,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-C-2,BATCH2026017904,PL04,SO-US01,B2B,Brazil
MAT207905,124062.81,25.01,27239.39,45819.14,10824.61,36926.25,24806.26,22886.85,1598.26,1555.72,1298.12,3555.4,7908.02,-1993.86,-74.45,-1919.41,496085.63,366529.16,16229.37,8496.78,358796.57,BioHealth,E-Commerce,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-D-1,BATCH2026017905,PL02,SO-EU01,B2B,UK
MAT207906,15554.46,22.37,3347.48,4348.47,813.38,3597.99,3693.62,3892.97,255.28,221.2,110.41,309.88,5321.32,97.21,-102.14,199.35,69524.08,52385.32,2077.84,4098.65,54406.13,BioHealth,Retail,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-D-2,BATCH2026017906,PL03,SO-IN01,B2C,Australia
MAT207907,122282.07,30.64,48039.89,26275.39,7877.57,21528.78,20003.68,22398.67,1088.45,3507.84,274.43,2090.71,3166.28,2458.21,63.22,2394.99,399053.92,282346.18,58006.42,928.89,225268.65,HealthyWorld,E-Commerce,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-C-2,BATCH2026017907,PL02,SO-IN01,B2B,Canada
MAT207908,18920.52,9.44,5418.72,5365.78,2094.65,2948.35,10172,9834.36,936.9,1079.82,314.3,1863.54,2377.3,-342.49,-4.85,-337.64,200413.78,165407.36,15262.69,4296.2,154440.87,HealthyWorld,E-Commerce,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-A-1,BATCH2026017908,PL02,SO-EU01,B2C,UAE
MAT207909,87581.88,35.22,34019.54,27537.17,5423.92,11688.69,12559.3,13198.44,581.11,2166.23,484.84,1259.45,1504.94,468.8,-170.34,639.14,248647.01,169600.22,35427.3,5806.4,139979.32,GreenHerb,Distributors,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-D-4,BATCH2026017909,PL03,SO-IN01,B2B,UAE
MAT207910,207131.83,46.98,65324.25,42037.16,20934.08,36468.19,22075.94,20346.06,560.16,2759.36,237.03,3682.55,3166.45,-2180.78,-450.9,-1729.88,440922.04,271958.33,41884.9,344.49,230417.92,GreenHerb,Distributors,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-A-5,BATCH2026017910,PL01,SO-EU01,B2B,Australia
MAT207911,41389.52,19.77,14256.04,13088.85,5619.17,8935.81,10616.32,11862.98,782.93,1527.51,414.66,2397.13,4719.92,880.27,-366.39,1246.66,209391.04,160804.62,23846.16,5895.56,142854.02,GreenHerb,E-Commerce,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-A-5,BATCH2026017911,PL01,SO-EU01,B2C,South Africa
MAT207912,61706.91,22.77,15785.13,14189.39,8158.82,8733.95,13668.6,14478.32,935.17,1179.26,239.02,3003.98,1820.03,1390.29,580.57,809.72,271059.41,203648.31,15253.95,1667.46,190061.82,NutriPlus,Wholesale,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-D-4,BATCH2026017912,PL01,SO-AP01,B2B,Australia
MAT207913,1614.94,5.49,344.8,358.56,149.11,287.69,1707.84,1696.82,169.29,100.38,26.48,259.53,3247.55,133.87,144.89,-11.02,29403.33,24912.4,846.17,1279.4,25345.63,BioHealth,E-Commerce,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-B-1,BATCH2026017913,PL02,SO-US01,B2B,Brazil
MAT207914,2439.61,39.59,871.51,833.68,130.45,706.93,557.51,603.97,21.47,84.85,25.33,47.89,7601.09,45.73,-0.73,46.46,6162,4053.53,753.01,7144.51,10445.03,CarePharma,Distributors,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-B-2,BATCH2026017914,PL03,SO-IN01,B2B,UAE
MAT207915,40632.12,32.2,9493.81,9324.78,3159.34,8427.49,6497.6,7224.21,335.53,467.01,112.88,826.39,4388.97,1280.97,554.36,726.61,126175.94,88181.03,5283.54,1645.15,84542.64,NutriPlus,E-Commerce,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-D-3,BATCH2026017915,PL02,SO-EU01,B2C,USA
MAT207916,99991.86,29.25,34324.01,21997.33,11909.84,29821.59,17174.29,18064.71,977.12,2458.06,257.58,3391.64,7931.37,2213.33,1322.91,890.42,341888.63,244551.21,38675.89,1179.57,207054.89,BioHealth,Distributors,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-C-4,BATCH2026017916,PL03,SO-EU01,B2C,Canada
MAT207917,7303.83,11.23,1571.12,2122.12,491.3,1868.35,3470.99,3711.91,308.64,207.64,113.28,379.56,6276.36,143.68,-97.24,240.92,65026.12,53020.8,1939.16,4636.91,55718.55,WellnessMart,Wholesale,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-C-5,BATCH2026017917,PL04,SO-EU01,B2B,South Africa
MAT207918,19217.96,31.34,6054.89,5414.62,2404.63,2346.38,3287.17,3366.19,174.76,410.21,100.05,682.78,1061.63,265.29,186.27,79.02,61312.17,43141.82,5811.89,4205.64,41535.57,PetCareCo,Distributors,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-D-5,BATCH2026017918,PL04,SO-IN01,B2B,UK
MAT207919,31791.82,15.25,11147.27,10512.23,1727.9,6924.47,10568.53,10580.92,864.21,1563.21,450.9,923.65,4794.46,933.5,921.11,12.39,208425.5,165289.15,24575.8,6602.25,147315.6,CarePharma,Distributors,Pet Multivitamin - Tablet,Pet Multivitamin Chew – Dogs – 120 Chews,Pet Multivitamin,Tablet,FV-C-2,BATCH2026017919,PL02,SO-US01,B2B,Brazil
MAT207920,139838.82,42.94,28503.43,54530.33,7014.22,14716.26,16372.01,17811.02,533,859.36,941.19,1314.2,404.26,2898.04,1459.03,1439.01,325679.33,208185.85,7324.49,9507.61,210368.97,GreenHerb,Distributors,Creatine - Powder,Creatine Monohydrate Powder – Micronized – 300 g,Creatine,Powder,FV-A-5,BATCH2026017920,PL05,SO-EU01,B2B,India
MAT207921,112818.25,31.56,31327.43,24679.08,10989.93,26535,17945.76,17088.2,947.23,1803.41,263.58,2882.12,5472.85,-616.42,241.14,-857.56,357475.64,251107.37,25199.3,1118.79,227026.86,PeakNutrition,Wholesale,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-D-5,BATCH2026017921,PL01,SO-EU01,B2B,Brazil
MAT207922,40157.51,43.03,12757.15,15566.76,5762.24,6360.44,4872.04,5180.45,157.85,616.27,277.27,1164.1,2477.11,234.12,-74.29,308.41,93333.08,59615.98,9005.76,9394.48,60004.7,FitLife,Distributors,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-D-2,BATCH2026017922,PL02,SO-US01,B2B,India
MAT207923,3225.14,7.26,1159.95,1121.44,308.19,412.23,2449.91,2364.51,235.13,376.74,114.97,385.74,1284.88,55.94,141.34,-85.4,44396.13,37178.19,5495.3,7438.13,39121.02,PeakNutrition,Distributors,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-B-1,BATCH2026017923,PL04,SO-EU01,B2C,USA
MAT207924,197612.88,42,49720.72,50386.1,10784.5,48394.09,23539.73,25990.82,805.54,1966.61,558.91,2066.21,5850.84,2922.83,471.74,2451.09,470496.53,303206.47,25192.43,2893.71,280907.75,VitaStore,Distributors,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-B-5,BATCH2026017924,PL03,SO-AP01,B2C,Brazil
MAT207925,41739.21,31.14,15161.59,15810.19,2679.45,8447.95,6886.33,7093.04,368.6,1075.02,376.66,717.09,4193.54,-98.28,-304.99,206.71,134029.86,94459.98,16902.47,8960.47,86517.98,VitaStore,Pharmacy,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-D-1,BATCH2026017925,PL02,SO-US01,B2B,Canada
MAT207926,197881.81,46.3,65218.31,41485.88,24306.81,52562.21,21406.99,21940.97,569.02,2873.43,265.71,4363.16,6659.35,2362.21,1828.23,533.98,427406.52,265233.6,44547.9,672.84,221358.54,GreenHerb,Wholesale,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-A-3,BATCH2026017926,PL01,SO-EU01,B2B,Singapore
MAT207927,36919.61,8.54,9944.37,14645.66,1985.17,6067.57,21655.54,22753.84,2029.36,2058.98,1281.41,1871.24,2709.47,913.2,-185.1,1098.3,432428.27,359065.03,28141.91,9837.83,340760.95,FitLife,Pharmacy,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-C-1,BATCH2026017927,PL03,SO-US01,B2B,Canada
MAT207928,84949.39,21.93,22079.3,30198.64,9579.23,23649.93,19426.8,18960.8,1358.04,1727.86,949.44,3626.96,7157.61,1434.53,1900.53,-466,387398.68,292855.85,22834.18,7819,277840.67,HealthyWorld,Retail,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-A-2,BATCH2026017928,PL04,SO-EU01,B2C,Germany
MAT207929,5925.04,6.69,2016.9,1575.71,862.17,1640.22,4636.42,4830.07,449.72,654.95,122.8,1123.74,7096.33,118.87,-74.78,193.65,88572.64,74455.41,9854.79,3431.07,68031.69,PetCareCo,Pharmacy,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-B-2,BATCH2026017929,PL05,SO-IN01,B2B,Brazil
MAT207930,198062.66,48.1,68295.01,66742.14,26918.99,30429.37,20634.14,22402.95,482.46,2974,912.93,4664.34,2291.77,1689.34,-79.47,1768.81,411791.72,251426.81,46997.73,6911.77,211340.85,GreenHerb,Wholesale,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-C-2,BATCH2026017930,PL02,SO-IN01,B2B,South Africa
MAT207931,162513.15,42.13,53208.55,64146.04,17122.87,30027.62,19346.64,19682.75,657.75,2569.56,1135.23,3368.58,3506.05,1896.79,1560.68,336.11,385779.03,248343.18,39664.63,9740.93,218419.48,VitaStore,Retail,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-D-5,BATCH2026017931,PL04,SO-AP01,B2B,USA
MAT207932,98817.72,32.9,28541.05,26593.64,6554.93,20827.17,15119.71,16584.98,762.09,1628.94,412.46,1629.41,4519.78,2266.92,801.65,1465.27,300377.88,208766.29,23350.3,3586.79,189002.78,PetCareCo,Wholesale,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-B-4,BATCH2026017932,PL04,SO-AP01,B2B,Germany
MAT207933,37888.01,22.04,7744.65,10935.99,3591.19,9742.63,8761.45,8864.92,610.75,463.18,281.77,1367.96,6328.57,232.75,129.28,103.47,171915.01,129854.28,3930.99,4543.36,130466.65,BioHealth,Wholesale,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-C-5,BATCH2026017933,PL02,SO-US01,B2B,UK
MAT207934,47461.32,35.17,14940.89,17496.12,4859.42,10776.46,6931.46,7177.78,321.35,863.8,361.54,1171.82,5155.25,132.38,-113.94,246.32,134941.76,92081.48,12768.31,8463.33,87776.5,CarePharma,E-Commerce,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-B-1,BATCH2026017934,PL04,SO-IN01,B2B,Brazil
MAT207935,11737.9,17.97,3784.74,3402.25,1453.13,3188.57,3486.29,3379.42,268.27,451.77,113.18,716.28,6894.25,-249.93,-143.06,-106.87,65335.16,50828.7,6506.37,4602.75,48925.08,WellnessMart,Distributors,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-B-3,BATCH2026017935,PL01,SO-IN01,B2C,India
MAT207936,109543.14,42.57,27171.76,24577.86,15215.63,25673.51,12989.05,12457.95,431.37,1055.1,209.02,3002.18,5440.39,-415.05,116.05,-531.1,257329.75,165021.04,13183.01,1393.98,153232.01,GreenHerb,Wholesale,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-A-3,BATCH2026017936,PL02,SO-AP01,B2B,Singapore
MAT207937,67697.53,22.97,16290.9,22344.32,8336.23,17338.37,14838.89,15883.13,1009.8,1133.95,630.88,3032.13,6288.49,1535.79,491.55,1044.24,294704.13,221075,13679.45,6572.99,213968.54,VitaStore,Distributors,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-A-3,BATCH2026017937,PL05,SO-EU01,B2B,UAE
MAT207938,58686.66,32.09,21881.73,15807.36,4768.75,16814.53,9303.81,10284.8,482.28,1510.54,254.35,1238.69,7474.03,1462.46,481.47,980.99,182872.8,127917.98,24204.5,3598.24,107311.72,PetCareCo,Pharmacy,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-A-3,BATCH2026017938,PL02,SO-EU01,B2B,Brazil
MAT207939,65192.1,27.13,15383.42,25329,7538.8,16880.45,12146.3,11667.43,736.79,891.31,693.94,2327.08,6398.43,-262.87,216,-478.87,240302.74,174714.57,10424.56,9437.9,173727.91,PeakNutrition,Pharmacy,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-D-4,BATCH2026017939,PL01,SO-US01,B2B,Singapore
MAT207940,45063.34,24.37,10903.4,9974.92,6304.25,6745.12,9406.1,10508.76,616.76,726.83,144.27,2189.98,2137.55,2013.45,910.79,1102.66,184939.66,137300.73,8742.5,1246.32,129804.55,FitLife,E-Commerce,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-D-3,BATCH2026017940,PL02,SO-EU01,B2C,Singapore
MAT207941,152462.05,47.3,49484.33,45526.37,21569.58,40157.13,16204.65,17764.96,401.74,2122.31,561.52,3816.32,6572.25,1963.78,403.47,1560.31,322298,198204.88,32542.21,5031.79,170694.46,HealthyWorld,E-Commerce,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-A-5,BATCH2026017941,PL03,SO-IN01,B2B,Singapore
MAT207942,37979.66,8.42,10019.95,13216.88,3597.71,10719.73,22580.85,21941.85,2120.84,2065.83,1061.29,3523.43,7307.72,724.06,1363.06,-639,451123.31,374886.21,27737.66,7451.94,354600.49,HealthyWorld,Distributors,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-B-3,BATCH2026017942,PL01,SO-IN01,B2B,UAE
MAT207943,12598.8,14.63,3631.34,4777.32,1793.83,3013.42,4516.05,4175.56,374.32,484.79,247.47,1070.52,5628.15,2.03,342.52,-340.49,86140.53,68612.91,6662.85,8980.24,70930.3,HealthyWorld,Distributors,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-D-2,BATCH2026017943,PL04,SO-IN01,B2B,South Africa
MAT207944,58312.64,30.09,17844.8,20401.77,7107.48,9378.67,9844.52,10998.57,545.35,1170.64,467.29,1990.62,2572.54,1339.56,185.51,1154.05,193797.36,137715.11,17231.02,7543.57,128027.66,PeakNutrition,Pharmacy,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-B-1,BATCH2026017944,PL03,SO-AP01,B2B,UAE
MAT207945,18954.41,25.36,7320.26,7337.32,1805.65,5685.5,3951.28,4191.92,252.08,675.8,224.34,620.14,7998.3,248.19,7.55,240.64,74729.96,55066.07,10539.33,9368.09,53894.83,BioHealth,Pharmacy,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-D-5,BATCH2026017945,PL02,SO-EU01,B2B,South Africa
MAT207946,152571.22,48.54,38464.72,53349.48,12260.4,18856.16,15811.12,15761.48,357.38,1326.1,749.72,2080.89,1119.98,-799.55,-749.91,-49.64,314347.17,191165.17,16934.35,7533.8,181764.62,PeakNutrition,E-Commerce,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-C-4,BATCH2026017946,PL01,SO-IN01,B2B,UAE
MAT207947,100930.38,27.59,21084.73,26271.84,14041.04,25007.41,18357.33,18203.68,1098.43,1024.11,460.29,4249.67,5962.99,1192.17,1345.82,-153.65,365790.9,265010.69,9432.8,3154.54,258732.43,HealthyWorld,Wholesale,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-C-5,BATCH2026017947,PL02,SO-AP01,B2B,Singapore
MAT207948,143693.01,30.82,32067.94,52833.13,19927.33,35479.03,23331.86,23244.73,1262.38,1517.98,1211.39,5383.96,5929.43,-883.71,-796.58,-87.13,466296.8,329475.52,16348.53,8416.35,321543.34,FitLife,Wholesale,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-D-2,BATCH2026017948,PL04,SO-IN01,B2B,India
MAT207949,47415.66,33.15,9972.61,14609.57,3589.64,4850.88,7332.36,8087.26,366.32,415.82,271.51,907.01,289.91,1252.41,497.51,754.9,143041.6,99216.7,3820.64,5497.73,100893.79,VitaStore,Retail,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-C-3,BATCH2026017949,PL01,SO-EU01,B2B,UAE
MAT207950,63265.67,13.31,22195.35,21617.87,4082.87,18015.9,23780.17,22223.42,2026.74,3520.37,1080.21,2490.02,7405.87,-350.32,1206.43,-1556.75,475354.55,382108.07,56109.92,7143.29,333141.44,NutriPlus,E-Commerce,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-D-3,BATCH2026017950,PL05,SO-AP01,B2C,Germany
MAT207951,15184.55,41.81,6015.9,3931.89,1679.01,3350.3,2049.94,2035.12,70.83,363.91,50.71,375.09,4904.9,95.29,110.11,-14.82,36315.02,23440.66,5357.21,3088.08,21171.53,VitaStore,Distributors,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-A-4,BATCH2026017951,PL05,SO-IN01,B2B,Singapore
MAT207952,127667,42.07,27581.63,50601.06,14222.42,24432.08,15273.84,14521.02,520.91,922.97,902.5,2816.26,3763.57,-89.39,663.43,-752.82,303491.86,195472.3,9234.74,9821.24,196058.8,NutriPlus,E-Commerce,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-1,BATCH2026017952,PL04,SO-IN01,B2B,South Africa
MAT207953,8827.54,26.52,2267.86,2849.6,576.43,2483.42,1899.75,2057.88,117.28,165.26,77.32,201.39,7271.72,211.4,53.27,158.13,33280.7,24308.87,1896.66,6217.57,28629.78,PetCareCo,Wholesale,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-C-3,BATCH2026017953,PL05,SO-IN01,B2B,South Africa
